attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
True,False,True,False,"Immutable. The asset group that this audience is scoped under. Must be set if and only if scope is ASSET_GROUP. Immutable after creation. If an audience with ASSET_GROUP scope is upgraded to CUSTOMER scope, this field will automatically be cleared.",ATTRIBUTE,RESOURCE_NAME,audience.asset_group,N/A
True,True,True,False,"The data_exclusion will apply to all the campaigns under the listed channels retroactively as well as going forward when the scope of this exclusion is CHANNEL. The supported advertising channel types are DISPLAY, SEARCH and SHOPPING. Note: a data exclusion with both advertising_channel_types and campaign_ids is not supported.",ATTRIBUTE,ENUM,bidding_data_exclusion.advertising_channel_types,google.ads.googleads.v15.enums.AdvertisingChannelTypeEnum.AdvertisingChannelType
True,False,True,True,The radius of the proximity.,ATTRIBUTE,DOUBLE,campaign_criterion.proximity.radius,N/A
True,False,True,True,The unit of measurement of the radius. Default is KILOMETERS.,ATTRIBUTE,ENUM,campaign_criterion.proximity.radius_units,google.ads.googleads.v15.enums.ProximityRadiusUnitsEnum.ProximityRadiusUnits
True,False,True,True,Description of this audience.,ATTRIBUTE,STRING,audience.description,N/A
False,True,True,False,Positive dimensions specifying the audience composition.,ATTRIBUTE,MESSAGE,audience.dimensions,google.ads.googleads.v15.common.AudienceDimension
True,False,False,False,The custom audience resource.,ATTRIBUTE,RESOURCE_NAME,audience.dimensions.audience_segments.segments.custom_audience.custom_audience,N/A
True,True,True,False,The data exclusion will apply to the campaigns listed when the scope of this exclusion is CAMPAIGN. The maximum number of campaigns per event is 2000. Note: a data exclusion with both advertising_channel_types and campaign_ids is not supported.,ATTRIBUTE,RESOURCE_NAME,bidding_data_exclusion.campaigns,N/A
True,False,True,True,Output only. The ID of the data exclusion.,ATTRIBUTE,INT64,bidding_data_exclusion.data_exclusion_id,N/A
True,False,True,True,The description of the data exclusion. The description can be at most 2048 characters.,ATTRIBUTE,STRING,bidding_data_exclusion.description,N/A
True,False,True,False,Immutable. The resource name of the campaign criterion. Campaign criterion resource names have the form: customers/{customer_id}/campaignCriteria/{campaign_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,campaign_criterion.resource_name,N/A
True,False,True,True,The status of the criterion.,ATTRIBUTE,ENUM,campaign_criterion.status,google.ads.googleads.v15.enums.CampaignCriterionStatusEnum.CampaignCriterionStatus
True,False,False,False,The detailed demographic resource.,ATTRIBUTE,RESOURCE_NAME,audience.dimensions.audience_segments.segments.detailed_demographic.detailed_demographic,N/A
True,False,False,False,The life event resource.,ATTRIBUTE,RESOURCE_NAME,audience.dimensions.audience_segments.segments.life_event.life_event,N/A
True,False,False,False,The user interest resource.,ATTRIBUTE,RESOURCE_NAME,audience.dimensions.audience_segments.segments.user_interest.user_interest_category,N/A
True,True,True,False,"If not specified, all devices will be included in this exclusion. Otherwise, only the specified targeted devices will be included in this exclusion.",ATTRIBUTE,ENUM,bidding_data_exclusion.devices,google.ads.googleads.v15.enums.DeviceEnum.Device
True,False,True,True,"Required. The exclusive end time of the data exclusion in yyyy-MM-dd HH:mm:ss format. The length of [start_date_time, end_date_time) interval must be within (0, 14 days].",ATTRIBUTE,STRING,bidding_data_exclusion.end_date_time,N/A
True,False,True,True,The name of the data exclusion. The name can be at most 255 characters.,ATTRIBUTE,STRING,bidding_data_exclusion.name,N/A
True,False,True,True,Output only. The advertiser-provided call duration in seconds.,ATTRIBUTE,INT64,call_view.call_duration_seconds,N/A
True,True,True,False,"The category to target or exclude. Each subsequent element in the array describes a more specific sub-category. For example, ""Pets &amp; Animals"", ""Pets"", ""Dogs"" represents the ""Pets &amp; Animals/Pets/Dogs"" category.",ATTRIBUTE,STRING,campaign_criterion.topic.path,N/A
True,False,True,False,The Topic Constant resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.topic.topic_constant,N/A
True,False,False,False,The user list resource.,ATTRIBUTE,RESOURCE_NAME,audience.dimensions.audience_segments.segments.user_list.user_list,N/A
False,False,True,False,Negative dimension specifying the audience composition.,ATTRIBUTE,MESSAGE,audience.exclusion_dimension,google.ads.googleads.v15.common.AudienceExclusionDimension
True,False,False,False,The user list resource.,ATTRIBUTE,RESOURCE_NAME,audience.exclusion_dimension.exclusions.user_list.user_list,N/A
True,False,True,False,Immutable. The resource name of the data exclusion. Data exclusion resource names have the form: customers/{customer_id}/biddingDataExclusions/{data_exclusion_id},ATTRIBUTE,RESOURCE_NAME,bidding_data_exclusion.resource_name,N/A
True,False,True,True,The scope of the data exclusion.,ATTRIBUTE,ENUM,bidding_data_exclusion.scope,google.ads.googleads.v15.enums.SeasonalityEventScopeEnum.SeasonalityEventScope
True,False,True,True,Required. The inclusive start time of the data exclusion in yyyy-MM-dd HH:mm:ss format. A data exclusion is backward looking and should be used for events that start in the past and end either in the past or future.,ATTRIBUTE,STRING,bidding_data_exclusion.start_date_time,N/A
True,False,True,True,Output only. The status of the call.,ATTRIBUTE,ENUM,call_view.call_status,google.ads.googleads.v15.enums.GoogleVoiceCallStatusEnum.GoogleVoiceCallStatus
True,False,True,True,Output only. The call tracking display location.,ATTRIBUTE,ENUM,call_view.call_tracking_display_location,google.ads.googleads.v15.enums.CallTrackingDisplayLocationEnum.CallTrackingDisplayLocation
True,False,True,True,Output only. Area code of the caller. Null if the call duration is shorter than 15 seconds.,ATTRIBUTE,STRING,call_view.caller_area_code,N/A
True,False,True,True,Output only. Country code of the caller.,ATTRIBUTE,STRING,call_view.caller_country_code,N/A
True,False,True,True,Output only. ID of this batch job.,ATTRIBUTE,INT64,batch_job.id,N/A
True,False,True,True,Output only. The type of the criterion.,ATTRIBUTE,ENUM,campaign_criterion.type,google.ads.googleads.v15.enums.CriterionTypeEnum.CriterionType
True,False,True,False,The UserInterest resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.user_interest.user_interest_category,N/A
True,False,True,True,Output only. ID of the audience.,ATTRIBUTE,INT64,audience.id,N/A
True,False,True,True,Name of the audience. It should be unique across all audiences within the account. It must have a minimum length of 1 and maximum length of 255. Required when scope is not set or is set to CUSTOMER. Cannot be set or updated when scope is ASSET_GROUP.,ATTRIBUTE,STRING,audience.name,N/A
True,False,True,False,Immutable. The resource name of the audience. Audience names have the form: customers/{customer_id}/audiences/{audience_id},ATTRIBUTE,RESOURCE_NAME,audience.resource_name,N/A
True,False,True,True,Output only. The status of the data exclusion.,ATTRIBUTE,ENUM,bidding_data_exclusion.status,google.ads.googleads.v15.enums.SeasonalityEventStatusEnum.SeasonalityEventStatus
True,False,True,True,Output only. The advertiser-provided call end date time.,ATTRIBUTE,DATE,call_view.end_call_date_time,N/A
False,False,True,False,Output only. The resource name of the call view. Call view resource names have the form: customers/{customer_id}/callViews/{call_detail_id},ATTRIBUTE,RESOURCE_NAME,call_view.resource_name,N/A
True,False,True,True,Output only. The advertiser-provided call start date time.,ATTRIBUTE,DATE,call_view.start_call_date_time,N/A
False,False,True,False,Output only. The resource name of the long-running operation that can be used to poll for completion. Only set when the batch job status is RUNNING or DONE.,ATTRIBUTE,STRING,batch_job.long_running_operation,N/A
True,False,True,True,"Output only. The time when this batch job was completed. Formatted as yyyy-MM-dd HH:mm:ss. Example: ""2018-03-05 09:16:00""",ATTRIBUTE,DATE,batch_job.metadata.completion_date_time,N/A
True,False,True,True,"Output only. The time when this batch job was created. Formatted as yyyy-mm-dd hh:mm:ss. Example: ""2018-03-05 09:15:00""",ATTRIBUTE,DATE,batch_job.metadata.creation_date_time,N/A
True,False,True,False,Business name string to use for filtering.,ATTRIBUTE,STRING,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.business_name,N/A
True,False,True,False,The User List resource name.,ATTRIBUTE,RESOURCE_NAME,campaign_criterion.user_list.user_list,N/A
False,True,True,False,"Conditions, or logical expressions, for webpage targeting. The list of webpage targeting conditions are and-ed together when evaluated for targeting. An empty list of conditions indicates all pages of the campaign's website are targeted. This field is required for CREATE operations and is prohibited on UPDATE operations.",ATTRIBUTE,MESSAGE,campaign_criterion.webpage.conditions,google.ads.googleads.v15.common.WebpageConditionInfo
True,False,True,True,"Defines the scope this audience can be used in. By default, the scope is CUSTOMER. Audiences can be created with a scope of ASSET_GROUP for exclusive use by a single asset_group. Scope may change from ASSET_GROUP to CUSTOMER but not from CUSTOMER to ASSET_GROUP.",ATTRIBUTE,ENUM,audience.scope,google.ads.googleads.v15.enums.AudienceScopeEnum.AudienceScope
True,False,True,True,Output only. Status of this audience. Indicates whether the audience is enabled or removed.,ATTRIBUTE,ENUM,audience.status,google.ads.googleads.v15.enums.AudienceStatusEnum.AudienceStatus
True,False,True,True,Output only. The type of the call.,ATTRIBUTE,ENUM,call_view.type,google.ads.googleads.v15.enums.CallTypeEnum.CallType
False,False,True,False,Output only. The fraction (between 0.0 and 1.0) of mutates that have been processed. This is empty if the job hasn't started running yet.,ATTRIBUTE,DOUBLE,batch_job.metadata.estimated_completion_ratio,N/A
False,False,True,False,Output only. The number of mutate operations executed by the batch job. Present only if the job has started running.,ATTRIBUTE,INT64,batch_job.metadata.executed_operation_count,N/A
False,False,True,False,"Immutable. The approximate upper bound for how long a batch job can be executed, in seconds. If the job runs more than the given upper bound, the job will be canceled.",ATTRIBUTE,INT32,batch_job.metadata.execution_limit_seconds,N/A
True,False,True,False,Immutable. The asset group which this asset group listing group filter is part of.,ATTRIBUTE,RESOURCE_NAME,asset_group_listing_group_filter.asset_group,N/A
True,False,True,False,The type of string matching to use when filtering with business_name.,ATTRIBUTE,ENUM,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.filter_type,google.ads.googleads.v15.enums.LocationStringFilterTypeEnum.LocationStringFilterType
True,True,True,False,Used to filter Business Profile locations by label. Only locations that have any of the listed labels will be in the asset set. Label filters are OR'ed together.,ATTRIBUTE,STRING,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.label_filters,N/A
True,True,True,False,Used to filter Business Profile locations by listing ids.,ATTRIBUTE,INT64,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.listing_id_filters,N/A
True,False,True,True,"Website criteria coverage percentage. This is the computed percentage of website coverage based on the website target, negative website target and negative keywords in the ad group and campaign. For instance, when coverage returns as 1, it indicates it has 100% coverage. This field is read-only.",ATTRIBUTE,DOUBLE,campaign_criterion.webpage.coverage_percentage,N/A
True,False,True,True,"The name of the criterion that is defined by this parameter. The name value will be used for identifying, sorting and filtering criteria with this type of parameters. This field is required for CREATE operations and is prohibited on UPDATE operations.",ATTRIBUTE,STRING,campaign_criterion.webpage.criterion_name,N/A
False,False,True,False,Output only. The number of mutate operations in the batch job.,ATTRIBUTE,INT64,batch_job.metadata.operation_count,N/A
False,False,True,False,"Output only. The time when this batch job started running. Formatted as yyyy-mm-dd hh:mm:ss. Example: ""2018-03-05 09:15:30""",ATTRIBUTE,DATE,batch_job.metadata.start_date_time,N/A
False,False,True,False,Output only. The next sequence token to use when adding operations. Only set when the batch job status is PENDING.,ATTRIBUTE,STRING,batch_job.next_add_sequence_token,N/A
True,False,True,True,String value of the product brand.,ATTRIBUTE,STRING,asset_group_listing_group_filter.case_value.product_brand.value,N/A
True,False,True,True,ID of the product category. This ID is equivalent to the google_product_category ID as described in this article: https://support.google.com/merchants/answer/6324436,ATTRIBUTE,INT64,asset_group_listing_group_filter.case_value.product_category.category_id,N/A
True,False,True,True,Indicates the level of the category in the taxonomy.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.case_value.product_category.level,google.ads.googleads.v15.enums.ListingGroupFilterProductCategoryLevelEnum.ListingGroupFilterProductCategoryLevel
True,False,True,True,Output only. The hotel center ID of the partner.,ATTRIBUTE,INT64,asset_set.hotel_property_data.hotel_center_id,N/A
True,False,True,True,Output only. Name of the hotel partner.,ATTRIBUTE,STRING,asset_set.hotel_property_data.partner_name,N/A
True,False,True,True,Output only. The ID of the asset set.,ATTRIBUTE,INT64,asset_set.id,N/A
False,True,True,False,Output only. The top combinations of assets that served together.,ATTRIBUTE,MESSAGE,asset_group_top_combination_view.asset_group_top_combinations,google.ads.googleads.v15.resources.AssetGroupAssetCombinationData
True,True,True,False,Webpage sample urls,ATTRIBUTE,STRING,campaign_criterion.webpage.sample.sample_urls,N/A
True,False,True,True,The YouTube uploader channel id or the channel code of a YouTube channel.,ATTRIBUTE,STRING,campaign_criterion.youtube_channel.channel_id,N/A
True,False,True,False,Immutable. The resource name of the batch job. Batch job resource names have the form: customers/{customer_id}/batchJobs/{batch_job_id},ATTRIBUTE,RESOURCE_NAME,batch_job.resource_name,N/A
True,False,True,True,Output only. Status of this batch job.,ATTRIBUTE,ENUM,batch_job.status,google.ads.googleads.v15.enums.BatchJobStatusEnum.BatchJobStatus
True,False,True,True,Value of the locality.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.case_value.product_channel.channel,google.ads.googleads.v15.enums.ListingGroupFilterProductChannelEnum.ListingGroupFilterProductChannel
True,False,True,True,Value of the condition.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.case_value.product_condition.condition,google.ads.googleads.v15.enums.ListingGroupFilterProductConditionEnum.ListingGroupFilterProductCondition
True,False,True,True,Indicates the index of the custom attribute.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.case_value.product_custom_attribute.index,google.ads.googleads.v15.enums.ListingGroupFilterCustomAttributeIndexEnum.ListingGroupFilterCustomAttributeIndex
True,False,True,True,Immutable. Parent asset set id for the asset set where the elements of this asset set come from. For example: the sync level location AssetSet id where the the elements in LocationGroup AssetSet come from. This field is required and only applicable for Location Group typed AssetSet.,ATTRIBUTE,INT64,asset_set.location_group_parent_asset_set_id,N/A
True,False,True,False,"Used to filter Google Business Profile listings by business name. If businessNameFilter is set, only listings with a matching business name are candidates to be sync'd into Assets.",ATTRIBUTE,STRING,asset_set.location_set.business_profile_location_set.business_name_filter,N/A
True,True,True,False,"Used to filter Google Business Profile listings by labels. If entries exist in labelFilters, only listings that have any of the labels set are candidates to be synchronized into Assets. If no entries exist in labelFilters, then all listings are candidates for syncing. Label filters are OR'ed together.",ATTRIBUTE,STRING,asset_set.location_set.business_profile_location_set.label_filters,N/A
True,True,True,False,"Used to filter Google Business Profile listings by listing id. If entries exist in listingIdFilters, only listings specified by the filters are candidates to be synchronized into Assets. If no entries exist in listingIdFilters, then all listings are candidates for syncing. Listing ID filters are OR'ed together.",ATTRIBUTE,INT64,asset_set.location_set.business_profile_location_set.listing_id_filters,N/A
True,False,True,False,"Output only. The resource name of the asset group top combination view. AssetGroup Top Combination view resource names have the form: `""customers/{customer_id}/assetGroupTopCombinationViews/{asset_group_id}~{asset_combination_category}""",ATTRIBUTE,RESOURCE_NAME,asset_group_top_combination_view.resource_name,N/A
True,False,True,True,YouTube video id as it appears on the YouTube watch page.,ATTRIBUTE,STRING,campaign_criterion.youtube_video.video_id,N/A
True,False,True,True,String value of the product custom attribute.,ATTRIBUTE,STRING,asset_group_listing_group_filter.case_value.product_custom_attribute.value,N/A
True,False,True,True,Value of the id.,ATTRIBUTE,STRING,asset_group_listing_group_filter.case_value.product_item_id.value,N/A
True,False,True,True,Level of the type.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.case_value.product_type.level,google.ads.googleads.v15.enums.ListingGroupFilterProductTypeLevelEnum.ListingGroupFilterProductTypeLevel
True,False,True,True,Required. Immutable. Relationship type the specified chains have with this advertiser.,ATTRIBUTE,ENUM,asset_set.location_set.chain_location_set.relationship_type,google.ads.googleads.v15.enums.ChainRelationshipTypeEnum.ChainRelationshipType
True,False,True,True,Required. Immutable. Location Ownership Type (owned location or affiliate location).,ATTRIBUTE,ENUM,asset_set.location_set.location_ownership_type,google.ads.googleads.v15.enums.LocationOwnershipTypeEnum.LocationOwnershipType
True,False,True,True,Optional. Feed Label from Google Merchant Center.,ATTRIBUTE,STRING,asset_set.merchant_center_feed.feed_label,N/A
True,False,True,True,Value of the type.,ATTRIBUTE,STRING,asset_group_listing_group_filter.case_value.product_type.value,N/A
False,True,True,False,"The webpage conditions are case sensitive and these are and-ed together when evaluated for filtering. All the conditions should be of same type. Example1: for URL1 = www.ads.google.com?ocid=1&amp;euid=2 and URL2 = www.ads.google.com?ocid=1 and with ""ocid"" and ""euid"" as url_contains conditions, URL1 will be matched, but URL2 not. Example2 : If URL1 has Label1, Label2 and URL2 has Label2, Label3, then with Label1 and Label2 as custom_label conditions, URL1 will be matched but not URL2. With Label2 as the only custom_label condition then both URL1 and URL2 will be matched.",ATTRIBUTE,MESSAGE,asset_group_listing_group_filter.case_value.webpage.conditions,google.ads.googleads.v15.resources.ListingGroupFilterDimension.WebpageCondition
True,False,True,True,Required. Merchant ID from Google Merchant Center,ATTRIBUTE,INT64,asset_set.merchant_center_feed.merchant_id,N/A
True,False,True,True,Required. Name of the asset set. Required. It must have a minimum length of 1 and maximum length of 128.,ATTRIBUTE,STRING,asset_set.name,N/A
True,False,True,False,Immutable. The resource name of the asset set. Asset set resource names have the form: customers/{customer_id}/assetSets/{asset_set_id},ATTRIBUTE,RESOURCE_NAME,asset_set.resource_name,N/A
True,False,True,True,Output only. The ID of the ListingGroupFilter.,ATTRIBUTE,INT64,asset_group_listing_group_filter.id,N/A
True,False,True,True,Immutable. The source of listings filtered by this listing group filter.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.listing_source,google.ads.googleads.v15.enums.ListingGroupFilterListingSourceEnum.ListingGroupFilterListingSource
True,False,True,False,Immutable. Resource name of the parent listing group subdivision. Null for the root listing group filter node.,ATTRIBUTE,RESOURCE_NAME,asset_group_listing_group_filter.parent_listing_group_filter,N/A
True,False,True,True,Output only. The status of the asset set. Read-only.,ATTRIBUTE,ENUM,asset_set.status,google.ads.googleads.v15.enums.AssetSetStatusEnum.AssetSetStatus
True,False,True,True,Required. Immutable. The type of the asset set. Required.,ATTRIBUTE,ENUM,asset_set.type,google.ads.googleads.v15.enums.AssetSetTypeEnum.AssetSetType
False,False,True,False,Output only. The path of dimensions defining this listing group filter.,ATTRIBUTE,MESSAGE,asset_group_listing_group_filter.path,google.ads.googleads.v15.resources.ListingGroupFilterDimensionPath
True,False,True,False,Immutable. The resource name of the asset group listing group filter. Asset group listing group filter resource name have the form: customers/{customer_id}/assetGroupListingGroupFilters/{asset_group_id}~{listing_group_filter_id},ATTRIBUTE,RESOURCE_NAME,asset_group_listing_group_filter.resource_name,N/A
True,False,True,True,Immutable. Type of a listing group filter node.,ATTRIBUTE,ENUM,asset_group_listing_group_filter.type,google.ads.googleads.v15.enums.ListingGroupFilterTypeEnum.ListingGroupFilterType
True,False,True,False,Immutable. The asset which this asset group asset is linking.,ATTRIBUTE,RESOURCE_NAME,asset_group_asset.asset,N/A
True,False,True,True,"Output only. The interaction date used in the shared key encoding in the format of ""YYYY-MM-DD"" in UTC timezone.",ATTRIBUTE,DATE,android_privacy_shared_key_google_network_type.android_privacy_interaction_date,N/A
True,False,True,False,Immutable. The asset group which this asset group asset is linking.,ATTRIBUTE,RESOURCE_NAME,asset_group_asset.asset_group,N/A
True,False,True,True,"The description of the placement of the asset within the asset group. For example: HEADLINE, YOUTUBE_VIDEO etc",ATTRIBUTE,ENUM,asset_group_asset.field_type,google.ads.googleads.v15.enums.AssetFieldTypeEnum.AssetFieldType
True,False,True,True,Output only. The interaction type enum used in the share key encoding.,ATTRIBUTE,ENUM,android_privacy_shared_key_google_network_type.android_privacy_interaction_type,google.ads.googleads.v15.enums.AndroidPrivacyInteractionTypeEnum.AndroidPrivacyInteractionType
True,False,True,True,Output only. The network type enum used in the share key encoding.,ATTRIBUTE,ENUM,android_privacy_shared_key_google_network_type.android_privacy_network_type,google.ads.googleads.v15.enums.AndroidPrivacyNetworkTypeEnum.AndroidPrivacyNetworkType
True,False,True,True,Output only. The campaign ID used in the share key encoding.,ATTRIBUTE,INT64,android_privacy_shared_key_google_network_type.campaign_id,N/A
True,False,True,False,Output only. The resource name of the Android privacy shared key. Android privacy shared key resource names have the form: customers/{customer_id}/androidPrivacySharedKeyGoogleNetworkTypes/{campaign_id}~{android_privacy_interaction_type}~{android_privacy_network_type}~{android_privacy_interaction_date(yyyy-mm-dd)},ATTRIBUTE,RESOURCE_NAME,android_privacy_shared_key_google_network_type.resource_name,N/A
True,False,True,True,Output only. The performance of this asset group asset.,ATTRIBUTE,ENUM,asset_group_asset.performance_label,google.ads.googleads.v15.enums.AssetPerformanceLabelEnum.AssetPerformanceLabel
True,False,True,True,"The overall approval status, which is calculated based on the status of its individual policy topic entries.",ATTRIBUTE,ENUM,asset_group_asset.policy_summary.approval_status,google.ads.googleads.v15.enums.PolicyApprovalStatusEnum.PolicyApprovalStatus
False,True,True,False,The list of policy findings.,ATTRIBUTE,MESSAGE,asset_group_asset.policy_summary.policy_topic_entries,google.ads.googleads.v15.common.PolicyTopicEntry
True,False,True,True,"Output only. 128 bit hex string of the encoded shared network type key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.",ATTRIBUTE,STRING,android_privacy_shared_key_google_network_type.shared_network_type_key,N/A
True,False,True,True,Where in the review process the resource is.,ATTRIBUTE,ENUM,asset_group_asset.policy_summary.review_status,google.ads.googleads.v15.enums.PolicyReviewStatusEnum.PolicyReviewStatus
False,False,True,False,A book on google asset.,ATTRIBUTE,MESSAGE,asset.book_on_google_asset,google.ads.googleads.v15.common.BookOnGoogleAsset
True,False,True,True,Output only. The ad group ID used in the share key encoding.,ATTRIBUTE,INT64,android_privacy_shared_key_google_ad_group.ad_group_id,N/A
True,False,True,False,Immutable. The ad group criterion that this ad parameter belongs to.,ATTRIBUTE,RESOURCE_NAME,ad_parameter.ad_group_criterion,N/A
True,False,True,True,"Output only. Provides the PrimaryStatus of this asset link. Primary status is meant essentially to differentiate between the plain ""status"" field, which has advertiser set values of enabled, paused, or removed. The primary status takes into account other signals (for assets its mainly policy and quality approvals) to come up with a more comprehensive status to indicate its serving state.",ATTRIBUTE,ENUM,asset_group_asset.primary_status,google.ads.googleads.v15.enums.AssetLinkPrimaryStatusEnum.AssetLinkPrimaryStatus
False,True,True,False,Output only. Provides the details of the primary status and its associated reasons.,ATTRIBUTE,MESSAGE,asset_group_asset.primary_status_details,google.ads.googleads.v15.common.AssetLinkPrimaryStatusDetails
True,True,True,False,Output only. Provides a list of reasons for why an asset is not serving or not serving at full capacity.,ATTRIBUTE,ENUM,asset_group_asset.primary_status_reasons,google.ads.googleads.v15.enums.AssetLinkPrimaryStatusReasonEnum.AssetLinkPrimaryStatusReason
True,False,True,False,Immutable. The resource name of the asset group asset. Asset group asset resource name have the form: customers/{customer_id}/assetGroupAssets/{asset_group_id}~{asset_id}~{field_type},ATTRIBUTE,RESOURCE_NAME,asset_group_asset.resource_name,N/A
False,True,True,False,"List of non-overlapping schedules specifying all time intervals for which the asset may serve. There can be a maximum of 6 schedules per day, 42 in total.",ATTRIBUTE,MESSAGE,asset.call_asset.ad_schedule_targets,google.ads.googleads.v15.common.AdScheduleInfo
True,False,True,True,"Output only. The interaction date used in the shared key encoding in the format of ""YYYY-MM-DD"" in UTC timezone.",ATTRIBUTE,DATE,android_privacy_shared_key_google_ad_group.android_privacy_interaction_date,N/A
True,False,True,True,Output only. The interaction type enum used in the share key encoding.,ATTRIBUTE,ENUM,android_privacy_shared_key_google_ad_group.android_privacy_interaction_type,google.ads.googleads.v15.enums.AndroidPrivacyInteractionTypeEnum.AndroidPrivacyInteractionType
True,False,True,True,Output only. The network type enum used in the share key encoding.,ATTRIBUTE,ENUM,android_privacy_shared_key_google_ad_group.android_privacy_network_type,google.ads.googleads.v15.enums.AndroidPrivacyNetworkTypeEnum.AndroidPrivacyNetworkType
True,False,True,True,"Numeric value to insert into the ad text. The following restrictions apply: - Can use comma or period as a separator, with an optional period or comma (respectively) for fractional values. For example, 1,000,000.00 and 2.000.000,10 are valid. - Can be prepended or appended with a currency symbol. For example, $99.99 is valid. - Can be prepended or appended with a currency code. For example, 99.99USD and EUR200 are valid. - Can use '%'. For example, 1.0% and 1,0% are valid. - Can use plus or minus. For example, -10.99 and 25+ are valid. - Can use '/' between two numbers. For example 4/1 and 0.95/0.45 are valid.",ATTRIBUTE,STRING,ad_parameter.insertion_text,N/A
True,False,True,True,Immutable. The unique index of this ad parameter. Must be either 1 or 2.,ATTRIBUTE,INT64,ad_parameter.parameter_index,N/A
True,False,True,False,Immutable. The resource name of the ad parameter. Ad parameter resource names have the form: customers/{customer_id}/adParameters/{ad_group_id}~{criterion_id}~{parameter_index},ATTRIBUTE,RESOURCE_NAME,ad_parameter.resource_name,N/A
True,False,True,True,Output only. Source of the asset group asset.,ATTRIBUTE,ENUM,asset_group_asset.source,google.ads.googleads.v15.enums.AssetSourceEnum.AssetSource
True,False,True,True,The status of the link between an asset and asset group.,ATTRIBUTE,ENUM,asset_group_asset.status,google.ads.googleads.v15.enums.AssetLinkStatusEnum.AssetLinkStatus
True,False,True,True,"The conversion action to attribute a call conversion to. If not set, the default conversion action is used. This field only has effect if call_conversion_reporting_state is set to USE_RESOURCE_LEVEL_CALL_CONVERSION_ACTION.",ATTRIBUTE,RESOURCE_NAME,asset.call_asset.call_conversion_action,N/A
True,False,True,True,Output only. The campaign ID used in the share key encoding.,ATTRIBUTE,INT64,android_privacy_shared_key_google_ad_group.campaign_id,N/A
True,False,True,False,Output only. The resource name of the Android privacy shared key. Android privacy shared key resource names have the form: customers/{customer_id}/androidPrivacySharedKeyGoogleAdGroups/{campaign_id}~{ad_group_id}~{android_privacy_interaction_type}~{android_privacy_network_type}~{android_privacy_interaction_date(yyyy-mm-dd)},ATTRIBUTE,RESOURCE_NAME,android_privacy_shared_key_google_ad_group.resource_name,N/A
True,False,True,True,"Output only. 128 bit hex string of the encoded shared ad group key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.",ATTRIBUTE,STRING,android_privacy_shared_key_google_ad_group.shared_ad_group_key,N/A
True,False,True,True,"Indicates whether this CallAsset should use its own call conversion setting, follow the account level setting, or disable call conversion.",ATTRIBUTE,ENUM,asset.call_asset.call_conversion_reporting_state,google.ads.googleads.v15.enums.CallConversionReportingStateEnum.CallConversionReportingState
True,False,True,True,"Required. Two-letter country code of the phone number. Examples: 'US', 'us'.",ATTRIBUTE,STRING,asset.call_asset.country_code,N/A
True,False,True,True,"Output only. The interaction date used in the shared key encoding in the format of ""YYYY-MM-DD"" in UTC timezone.",ATTRIBUTE,DATE,android_privacy_shared_key_google_campaign.android_privacy_interaction_date,N/A
True,False,True,True,Output only. Ad group id of the simulation.,ATTRIBUTE,INT64,ad_group_simulation.ad_group_id,N/A
True,False,True,True,"Required. The advertiser's raw phone number. Examples: '1234567890', '(123)456-7890'",ATTRIBUTE,STRING,asset.call_asset.phone_number,N/A
True,False,True,True,Output only. The interaction type enum used in the share key encoding.,ATTRIBUTE,ENUM,android_privacy_shared_key_google_campaign.android_privacy_interaction_type,google.ads.googleads.v15.enums.AndroidPrivacyInteractionTypeEnum.AndroidPrivacyInteractionType
True,False,True,True,Output only. The campaign ID used in the share key encoding.,ATTRIBUTE,INT64,android_privacy_shared_key_google_campaign.campaign_id,N/A
True,False,True,False,Output only. The resource name of the Android privacy shared key. Android privacy shared key resource names have the form: customers/{customer_id}/androidPrivacySharedKeyGoogleCampaigns/{campaign_id}~{android_privacy_interaction_type}~{android_privacy_interaction_date(yyyy-mm-dd)},ATTRIBUTE,RESOURCE_NAME,android_privacy_shared_key_google_campaign.resource_name,N/A
False,True,True,False,Projected metrics for a series of CPC bid amounts.,ATTRIBUTE,MESSAGE,ad_group_simulation.cpc_bid_point_list.points,google.ads.googleads.v15.common.CpcBidSimulationPoint
